tract,county,geo_id,census_name,total_no_income,total_with_income,total_with_income_level1,total_with_income_level2,total_with_income_level3,total_with_income_level4,total_with_income_level5,total_with_income_level6,total_with_income_level7,total_with_income_level8,median_income,state_x,total_population,total_male,total_female,under_5_years,median_age,over_18_years,over_65_years,white,black,native,asian,islander,other_race,more_one_race,latino,housing_units_dp5,num_households_dp2,perc_hh_w_children,avg_household_size,avg_family_size,pop_in_households,pop_in_households_child,pop_enrolled,college_graduates,tot_pop_birth_native,tot_pop_birth_foreign,speaks_english_only,speaks_english_less_very_well,comp_tot_households,comp_tot_households_pc,comp_tot_households_internet,unemployment_rate,work_from_home,median_hh_income_d,average_hh_income_d,hh_social_security,hh_foodstamps_snap,per_capita_income_d,perc_fam_bellow_poverty,perc_ppl_bellow_poverty,occupied_units,occupied_units_owner,occupied_units_no_vehicle,median_owner_cost_unit_mortgage_d,median_owner_cost_unit_no_mortgage_d,rent_burdened_unit_mortgage,rent_burdened_unit_no_mortgage,occupied_median_rent_d,state_y
040400,055,1400000US17055040400,"Census Tract 404, Franklin County, Illinois",90,98,165,111,62,51,55,49,94,274,50578,17,3604,1815,1789,202,46.8,2957,729,3448,69,10,0,0,0,77,40,1795,1587,21.3,2.24,2.70,3558,828,588,432,3587,17,3352,0,1587,1455,1249,4.3,91,50578,58932,597,364,25854,9.9,13.4,1587,1210,95,878,345,62,24,628,17
040500,055,1400000US17055040500,"Census Tract 405, Franklin County, Illinois",47,187,65,77,101,46,67,54,80,105,45056,17,3273,1607,1666,254,41.0,2353,728,3207,31,0,0,0,4,31,4,1497,1290,34.5,2.44,3.12,3144,921,866,535,3247,26,2974,8,1290,1162,1109,6.0,21,45056,63961,578,217,25575,7.8,15.4,1290,826,68,1122,602,15,82,649,17
040600,055,1400000US17055040600,"Census Tract 406, Franklin County, Illinois",78,103,156,45,56,23,70,25,85,82,46650,17,2811,1428,1383,179,37.8,2197,489,2654,51,1,0,0,0,105,20,1323,1178,33.6,2.28,3.01,2688,675,559,515,2793,18,2613,4,1178,1018,913,6.9,138,46650,65200,408,370,27038,16.7,20.8,1178,763,106,885,419,91,21,621,17
040700,055,1400000US17055040700,"Census Tract 407, Franklin County, Illinois",343,75,104,50,84,95,63,86,93,263,46892,17,4227,2106,2121,205,46.5,3299,839,3862,13,0,0,0,55,297,358,2268,1909,28.8,2.18,2.78,4170,979,745,653,4197,30,3957,16,1909,1763,1463,3.2,32,46892,63397,736,457,28239,16.2,20.5,1909,1431,102,1151,418,147,192,738,17
040800,055,1400000US17055040800,"Census Tract 408, Franklin County, Illinois",59,106,47,138,37,33,65,63,66,87,63580,17,3415,1802,1613,214,46.7,2636,577,3301,41,0,0,0,2,71,7,1518,1423,29.7,2.40,2.95,3415,925,514,532,3352,63,3170,2,1423,1269,1172,5.1,16,63580,74653,565,186,30027,5.5,10.0,1423,1294,73,1315,445,84,89,739,17
040900,055,1400000US17055040900,"Census Tract 409, Franklin County, Illinois",90,114,93,77,23,66,106,57,18,69,37790,17,2470,1334,1136,144,43.9,1907,422,2389,2,0,0,0,0,79,5,1204,1039,29.6,2.33,2.99,2417,584,512,158,2470,0,2266,12,1039,930,914,9.5,38,37790,48359,452,383,21244,23.9,23.8,1039,667,120,783,373,53,57,678,17
041000,055,1400000US17055041000,"Census Tract 410, Franklin County, Illinois",209,133,145,69,39,56,41,13,27,149,29712,17,2734,1371,1363,160,39.4,2004,461,2628,19,6,19,0,0,62,1,1426,1181,33.3,2.29,2.96,2709,921,643,115,2715,19,2555,19,1181,1005,925,15.7,78,29712,41937,412,500,18187,40.0,43.5,1181,619,245,958,378,60,87,505,17
041100,055,1400000US17055041100,"Census Tract 411, Franklin County, Illinois",84,135,71,70,112,52,42,67,119,118,45476,17,2981,1347,1634,128,47.2,2372,760,2901,0,5,0,0,0,75,0,1376,1282,27.7,2.29,2.79,2939,774,512,251,2981,0,2853,0,1282,1158,1024,9.7,39,45476,57931,593,226,24317,23.3,26.9,1282,958,72,1098,492,111,80,699,17
041200,055,1400000US17055041200,"Census Tract 412, Franklin County, Illinois",149,97,40,59,79,75,47,88,54,118,56798,17,3721,1793,1928,347,44.0,2863,789,3610,5,3,0,0,55,48,82,1767,1551,28.3,2.40,2.92,3721,990,700,405,3645,76,3252,54,1551,1338,1167,5.6,97,56798,68042,563,223,28672,10.8,14.9,1551,1269,83,1132,426,68,64,785,17
952800,057,1400000US17057952800,"Census Tract 9528, Fulton County, Illinois",85,51,30,32,32,45,99,37,30,110,53938,17,2416,1243,1173,137,37.5,1798,383,2330,18,27,0,0,10,31,68,1129,1010,32.4,2.32,3.05,2342,711,593,420,2408,8,2239,0,1010,857,795,7.5,9,53938,67602,261,144,28602,4.2,9.2,1010,672,53,989,503,30,17,746,17
952900,057,1400000US17057952900,"Census Tract 9529, Fulton County, Illinois",53,58,31,17,45,55,25,62,116,146,62578,17,3054,1509,1545,144,46.3,2393,732,3041,0,0,2,0,0,11,0,1354,1274,27.1,2.40,2.81,3054,707,694,499,3052,2,2904,0,1274,1146,1078,5.0,90,62578,81394,488,115,33548,6.2,9.9,1274,1211,22,1132,500,88,58,-666666666,17
953000,057,1400000US17057953000,"Census Tract 9530, Fulton County, Illinois",40,16,35,49,60,65,84,13,68,48,53828,17,2168,1093,1075,150,46.3,1688,485,2149,6,0,0,0,0,13,2,1096,913,26.4,2.37,3.00,2168,598,372,245,2160,8,1915,7,913,794,753,4.0,79,53828,74420,358,103,30830,9.9,10.8,913,795,17,1052,416,47,33,700,17
953100,057,1400000US17057953100,"Census Tract 9531, Fulton County, Illinois",74,21,58,51,28,59,48,41,27,87,58387,17,2556,1333,1223,201,43.3,1906,439,2427,2,1,1,0,16,109,20,1064,948,34.1,2.70,3.27,2556,730,623,269,2548,8,2322,0,948,784,744,11.2,32,58387,65382,334,105,25419,8.2,15.2,948,826,42,1188,442,54,38,731,17
953200,057,1400000US17057953200,"Census Tract 9532, Fulton County, Illinois",33,25,45,77,96,81,56,18,16,73,59313,17,2561,1250,1311,132,45.7,1988,576,2370,18,4,0,0,2,167,53,1295,1029,28.0,2.44,2.78,2513,625,609,428,2524,37,2377,18,1029,958,932,5.5,61,59313,81314,403,159,32298,10.3,20.7,1029,831,34,1466,435,74,19,797,17
953300,057,1400000US17057953300,"Census Tract 9533, Fulton County, Illinois",53,40,71,65,118,30,40,107,64,163,64914,17,3356,1722,1634,108,52.9,2851,988,3319,0,0,0,0,0,37,67,1702,1590,15.3,2.11,2.55,3356,703,613,932,3351,5,3213,0,1590,1440,1390,9.7,42,64914,92119,740,152,41927,5.4,8.2,1590,1290,81,1116,547,79,35,735,17
953400,057,1400000US17057953400,"Census Tract 9534, Fulton County, Illinois",104,73,16,28,86,15,17,27,87,58,45577,17,1700,835,865,80,43.5,1348,355,1580,1,24,1,0,40,54,60,954,756,25.3,2.12,3.47,1604,457,343,226,1674,26,1606,10,756,648,508,10.0,18,45577,61483,281,194,29329,14.1,19.3,756,390,78,1136,528,39,36,555,17
953500,057,1400000US17057953500,"Census Tract 9535, Fulton County, Illinois",56,47,52,51,35,85,121,8,37,144,52770,17,4636,3194,1442,127,38.4,4035,527,3242,990,63,16,8,73,244,478,1133,1017,35.2,2.63,2.93,2671,749,860,351,4539,97,4080,81,1017,918,876,7.9,15,52770,87271,450,203,24848,17.4,18.0,1017,781,23,888,448,24,33,763,17
953600,057,1400000US17057953600,"Census Tract 9536, Fulton County, Illinois",96,140,95,148,231,290,45,158,148,125,40962,17,4358,1970,2388,235,44.9,3573,1035,4138,54,7,0,0,81,78,228,2377,2190,23.9,1.94,2.51,4244,825,835,383,4231,127,3963,46,2190,1935,1870,5.4,0,40962,61641,754,416,31037,19.5,22.1,2190,1402,156,920,399,55,48,643,17
953700,057,1400000US17057953700,"Census Tract 9537, Fulton County, Illinois",30,62,46,24,74,55,40,18,102,95,56204,17,2369,1260,1109,121,45.6,1947,451,2348,1,9,0,5,0,6,32,1212,1022,24.2,2.32,2.64,2369,602,430,270,2335,34,2210,20,1022,897,821,3.7,23,56204,68211,428,205,29658,9.2,13.2,1022,900,49,1108,488,101,33,646,17
953800,057,1400000US17057953800,"Census Tract 9538, Fulton County, Illinois",39,61,72,35,19,32,71,17,29,60,63553,17,2394,1165,1229,82,41.7,1852,454,2309,6,2,25,0,2,50,20,1158,988,28.7,2.36,2.99,2335,690,630,302,2354,40,2273,4,988,842,741,14.6,45,63553,75168,381,155,31103,10.3,17.7,988,767,74,1273,381,8,20,628,17
953900,057,1400000US17057953900,"Census Tract 9539, Fulton County, Illinois",49,65,62,62,89,51,87,84,20,120,50500,17,2454,1295,1159,173,44.2,1907,463,2423,2,1,6,0,20,2,40,1410,1156,26.6,2.12,2.65,2454,590,486,193,2449,5,2267,10,1156,973,907,5.2,32,50500,60519,399,149,28437,9.4,11.6,1156,942,48,861,434,61,67,571,17
972700,059,1400000US17059972700,"Census Tract 9727, Gallatin County, Illinois",79,33,35,60,36,58,21,70,21,99,59375,17,2429,1227,1202,87,44.5,1969,510,2284,0,0,5,0,2,138,18,1198,1021,26.2,2.38,2.98,2429,729,519,225,2421,8,2329,5,1021,832,719,10.2,6,59375,76495,412,160,33755,3.4,8.9,1021,845,70,821,383,37,61,516,17
972800,059,1400000US17059972800,"Census Tract 9728, Gallatin County, Illinois",133,113,66,48,48,38,68,55,54,123,43952,17,2609,1263,1346,153,47.5,2064,713,2571,11,0,0,0,0,27,58,1330,1112,33.5,2.34,2.99,2605,738,444,180,2602,7,2407,5,1112,878,781,5.5,33,43952,76482,540,268,32743,17.8,24.1,1112,842,99,1115,349,14,37,460,17
973600,061,1400000US17061973600,"Census Tract 9736, Greene County, Illinois",24,65,52,43,59,29,27,48,47,111,61188,17,3257,1558,1699,128,40.3,2527,573,3034,117,8,5,0,2,91,53,1356,1029,32.8,3.00,3.57,3089,1092,807,449,3249,8,3069,0,1029,902,776,2.6,158,61188,84191,431,136,30538,10.0,13.1,1029,849,23,996,517,41,8,709,17
973700,061,1400000US17061973700,"Census Tract 9737, Greene County, Illinois",74,45,29,50,30,41,31,29,24,71,42589,17,1553,888,665,83,47.0,1208,347,1483,8,0,0,3,0,59,37,814,631,24.9,2.46,2.97,1553,444,333,74,1549,4,1459,0,631,535,495,9.4,31,42589,54946,278,134,21521,17.7,27.3,631,508,24,835,397,42,38,679,17
973800,061,1400000US17061973800,"Census Tract 9738, Greene County, Illinois",18,43,45,25,23,18,37,21,16,52,72321,17,1811,878,933,103,46.9,1503,345,1776,0,0,22,0,10,3,10,959,684,21.8,2.65,3.22,1811,513,271,291,1796,15,1689,1,684,535,524,4.8,79,72321,88265,283,43,35586,11.0,12.5,684,593,16,1250,444,21,11,772,17
973900,061,1400000US17061973900,"Census Tract 9739, Greene County, Illinois",29,44,65,64,51,80,86,58,45,69,42540,17,2208,1078,1130,101,45.9,1655,422,2163,22,0,0,0,8,15,0,1182,893,27.4,2.38,3.21,2128,717,507,171,2208,0,2099,0,893,780,711,3.4,21,42540,59054,329,158,25857,4.1,11.6,893,667,44,842,330,46,24,590,17
974000,061,1400000US17061974000,"Census Tract 9740, Greene County, Illinois",95,29,79,72,50,62,15,78,22,142,59097,17,3358,1775,1583,213,40.1,2659,659,3263,2,0,0,0,37,56,55,1547,1275,25.9,2.61,3.25,3334,1011,677,437,3342,16,3102,2,1275,1151,1006,1.1,96,59097,82390,464,170,33971,5.9,9.0,1275,927,28,1138,445,49,48,818,17
000102,063,1400000US17063000102,"Census Tract 1.02, Grundy County, Illinois",131,0,0,50,8,68,96,107,193,217,89144,17,8145,3813,4332,531,33.8,5788,657,7503,35,17,64,26,243,257,1357,2844,2775,53.0,2.93,3.36,8128,3048,2523,1507,7411,734,6918,129,2775,2726,2582,6.0,378,89144,110991,523,146,36634,2.3,3.9,2775,2402,9,1824,835,249,85,1191,17
000103,063,1400000US17063000103,"Census Tract 1.03, Grundy County, Illinois",98,61,0,18,0,47,13,61,48,132,101995,17,7575,3807,3768,590,29.4,4973,421,6449,425,0,83,0,248,370,1024,2436,2436,56.9,3.11,3.59,7575,2977,2403,1770,7389,186,6729,62,2436,2337,2337,8.3,402,101995,118440,434,156,38157,2.7,3.7,2436,2008,116,2065,722,250,13,1435,17
000200,063,1400000US17063000200,"Census Tract 2, Grundy County, Illinois",75,31,206,63,51,75,33,97,31,242,89688,17,7065,3396,3669,423,37.5,5175,965,6128,53,7,75,0,273,529,722,2815,2727,36.9,2.55,3.13,6966,2286,2075,1185,6736,329,5980,200,2727,2553,2447,3.6,155,89688,101206,710,340,38765,6.2,9.4,2727,1697,132,1961,704,112,32,1122,17
000300,063,1400000US17063000300,"Census Tract 3, Grundy County, Illinois",18,26,9,140,52,183,63,66,27,131,63277,17,3366,1811,1555,136,38.6,2721,344,2962,0,0,90,0,294,20,596,1494,1453,29.2,2.32,2.57,3366,719,610,661,2975,391,2538,245,1453,1328,1183,0.2,314,63277,71074,377,174,31435,4.0,5.7,1453,823,147,1502,467,176,0,1166,17
000400,063,1400000US17063000400,"Census Tract 4, Grundy County, Illinois",50,178,125,89,52,199,127,115,5,178,64296,17,5924,2834,3090,321,40.3,4673,1328,5487,40,0,0,0,43,354,614,2606,2498,23.9,2.27,3.15,5671,1648,1342,1050,5846,78,5301,0,2498,2332,2151,2.2,67,64296,81367,924,333,36216,3.0,6.6,2498,1369,211,1648,731,165,27,926,17
000500,063,1400000US17063000500,"Census Tract 5, Grundy County, Illinois",25,14,0,5,68,17,43,48,28,56,97674,17,2615,1397,1218,42,47.3,2141,574,2528,8,4,0,0,73,2,189,1188,1138,22.9,2.28,2.75,2600,684,573,622,2491,124,2392,51,1138,1104,1048,3.0,52,97674,108332,428,43,47441,2.5,5.0,1138,933,31,2009,643,57,5,794,17
000600,063,1400000US17063000600,"Census Tract 6, Grundy County, Illinois",19,25,35,64,34,27,73,49,38,97,78462,17,2931,1464,1467,183,39.4,2302,437,2861,0,0,4,0,12,54,147,1241,1150,25.4,2.55,3.04,2931,856,519,355,2817,114,2525,41,1150,1063,945,5.5,56,78462,94212,338,90,37407,7.0,9.9,1150,935,29,1569,729,64,56,924,17
000700,063,1400000US17063000700,"Census Tract 7, Grundy County, Illinois",34,52,90,97,100,139,66,236,115,210,66150,17,5718,3001,2717,333,47.8,4604,1509,5492,0,0,33,0,17,176,288,2732,2563,26.1,2.23,2.76,5718,1454,1065,953,5631,87,5317,16,2563,2397,2261,2.5,210,66150,94971,1031,211,42521,4.9,6.4,2563,1977,18,1580,682,111,168,1082,17
000800,063,1400000US17063000800,"Census Tract 8, Grundy County, Illinois",38,46,43,142,63,52,19,77,58,159,87717,17,5279,2712,2567,255,40.2,3954,514,5054,98,0,0,0,7,120,123,2089,2028,38.6,2.60,2.92,5279,1748,1483,853,5213,66,4903,34,2028,1951,1808,3.5,238,87717,105433,486,122,40648,3.1,3.9,2028,1684,37,1805,579,213,27,942,17
000900,063,1400000US17063000900,"Census Tract 9, Grundy County, Illinois",62,36,21,45,71,62,69,43,61,72,74323,17,3746,2010,1736,289,39.2,2810,523,3498,8,4,40,0,7,189,446,1601,1391,29.7,2.69,3.16,3746,1207,913,343,3685,61,3314,40,1391,1289,1196,10.0,43,74323,87977,433,148,34047,7.2,9.7,1391,1097,49,1496,573,69,54,972,17
973100,065,1400000US17065973100,"Census Tract 9731, Hamilton County, Illinois",85,59,137,22,55,65,21,58,90,78,52778,17,2901,1422,1479,148,44.2,2292,619,2663,17,0,0,30,72,119,78,1454,1214,28.0,2.30,2.85,2792,852,729,376,2839,62,2683,38,1214,978,901,1.4,72,52778,63358,543,258,27524,14.7,18.9,1214,846,70,985,421,31,2,611,17
973200,065,1400000US17065973200,"Census Tract 9732, Hamilton County, Illinois",17,24,61,112,35,45,67,8,7,101,59696,17,2190,1087,1103,87,50.5,1931,554,2121,0,0,0,0,14,55,0,1172,945,12.6,2.32,2.78,2190,445,313,340,2190,0,2099,0,945,738,579,8.1,20,59696,75894,408,93,32918,2.9,7.5,945,716,26,1201,534,35,15,832,17
973300,065,1400000US17065973300,"Census Tract 9733, Hamilton County, Illinois",88,37,19,38,22,30,40,73,42,143,59191,17,2930,1374,1556,208,39.3,2045,543,2930,0,0,0,0,0,0,60,1221,1031,37.9,2.84,3.26,2930,1050,792,353,2928,2,2701,0,1031,902,798,6.9,144,59191,74844,349,132,27084,10.9,10.8,1031,919,21,990,449,29,80,769,17
953700,067,1400000US17067953700,"Census Tract 9537, Hancock County, Illinois",68,68,32,49,53,33,22,48,17,60,57500,17,2014,983,1031,116,48.0,1637,513,1956,0,0,0,0,0,58,49,1025,856,21.4,2.32,2.89,1984,529,340,308,2006,8,1879,11,856,660,608,4.0,80,57500,65146,312,109,28729,13.0,11.4,856,737,78,875,387,46,22,569,17
953800,067,1400000US17067953800,"Census Tract 9538, Hancock County, Illinois",63,47,26,52,32,12,52,75,39,100,69615,17,2625,1376,1249,85,47.4,2214,638,2446,15,6,6,0,58,94,103,1491,1260,15.6,2.03,2.62,2564,588,425,798,2557,68,2442,19,1260,1068,1041,1.3,15,69615,79658,449,110,38539,6.5,11.0,1260,950,47,955,537,47,7,628,17
953900,067,1400000US17067953900,"Census Tract 9539, Hancock County, Illinois",33,33,42,54,120,26,29,18,32,33,49408,17,1708,909,799,77,50.8,1379,413,1644,0,0,0,0,30,34,68,939,765,21.3,2.21,3.08,1689,448,320,187,1651,57,1526,24,765,669,574,5.6,61,49408,68788,319,112,32588,14.5,17.1,765,629,47,1257,438,17,29,688,17
954000,067,1400000US17067954000,"Census Tract 9540, Hancock County, Illinois",79,30,26,28,29,18,63,75,26,137,51385,17,2125,1144,981,46,52.8,1807,620,2052,23,0,31,0,0,19,14,1294,820,20.0,2.54,2.87,2079,599,391,417,2100,25,2046,21,820,730,648,1.9,65,51385,69935,437,82,28215,12.3,19.1,820,677,37,994,586,65,45,758,17
954100,067,1400000US17067954100,"Census Tract 9541, Hancock County, Illinois",48,55,124,66,79,47,73,47,54,94,53519,17,3165,1440,1725,164,43.3,2371,652,3042,43,0,23,0,0,57,5,1383,1250,34.6,2.48,3.17,3102,897,803,578,3090,75,2950,18,1250,1133,1056,3.5,137,53519,89576,500,134,37102,8.0,8.5,1250,934,77,1135,446,29,78,703,17
954200,067,1400000US17067954200,"Census Tract 9542, Hancock County, Illinois",16,50,16,109,40,48,67,47,24,70,62500,17,2294,1092,1202,172,47.6,1777,508,2244,4,0,0,4,4,38,16,1195,996,24.7,2.30,2.81,2294,564,413,377,2274,20,2113,9,996,784,729,8.8,101,62500,77853,434,100,34434,6.6,6.9,996,878,5,1057,427,31,36,691,17
954300,067,1400000US17067954300,"Census Tract 9543, Hancock County, Illinois",50,89,37,102,68,78,78,55,73,109,57904,17,3819,2011,1808,257,41.7,2849,759,3685,33,0,8,0,6,87,39,1653,1421,25.5,2.68,3.45,3803,1153,961,484,3786,33,3518,14,1421,1266,1186,7.1,82,57904,68872,576,202,27409,9.1,15.0,1421,1223,52,919,383,16,25,642,17
970900,069,1400000US17069970900,"Census Tract 9709, Hardin County, Illinois",58,31,18,4,90,29,67,35,20,61,57273,17,1839,983,856,70,53.7,1599,490,1839,0,0,0,0,0,0,46,1012,764,15.8,2.38,3.13,1816,276,235,193,1831,8,1755,0,764,665,613,7.0,25,57273,65995,333,96,29426,9.7,11.5,764,611,50,937,485,7,27,560,17
971000,069,1400000US17069971000,"Census Tract 9710, Hardin County, Illinois",111,45,39,28,43,27,3,24,34,77,50711,17,1861,965,896,39,46.7,1590,593,1740,56,0,0,0,0,65,11,1227,737,25.2,2.43,3.19,1790,417,271,199,1850,11,1811,11,737,583,482,5.0,13,50711,70848,395,161,30641,5.3,13.5,737,553,88,1055,376,7,9,215,17
973300,071,1400000US17071973300,"Census Tract 9733, Henderson County, Illinois",7,46,86,62,95,32,47,43,59,78,52656,17,2231,1136,1095,32,54.5,1928,706,2123,7,0,0,0,5,96,15,1249,957,22.8,2.32,2.82,2219,364,362,225,2231,0,2182,1,957,759,714,12.3,67,52656,58466,550,63,25984,8.7,11.3,957,843,2,1026,383,25,30,725,17
973400,071,1400000US17071973400,"Census Tract 9734, Henderson County, Illinois",26,6,15,36,48,28,26,20,66,29,79932,17,1845,1003,842,105,51.2,1564,411,1810,0,0,0,0,0,35,43,1011,800,17.4,2.31,2.70,1845,411,252,367,1811,34,1680,7,800,700,665,6.4,48,79932,101073,305,57,47405,5.0,6.4,800,698,47,1232,412,45,6,950,17
973500,071,1400000US17071973500,"Census Tract 9735, Henderson County, Illinois",25,34,36,58,80,38,16,54,52,63,63177,17,2409,1098,1311,171,43.9,1797,551,2332,2,0,0,0,17,58,63,1163,939,29.6,2.53,2.97,2371,684,548,311,2392,17,2216,2,939,869,813,2.9,53,63177,68500,391,106,27357,5.4,7.1,939,757,39,960,429,26,18,671,17
030100,073,1400000US17073030100,"Census Tract 301, Henry County, Illinois",18,66,103,77,27,173,96,195,63,336,68004,17,5830,2817,3013,274,43.3,4689,869,5237,33,0,11,0,118,431,691,2632,2457,33.7,2.37,3.00,5830,1598,1059,738,5736,94,5403,9,2457,2240,2097,4.1,122,68004,87976,686,195,38740,2.1,4.5,2457,2001,20,1174,472,123,104,831,17
030201,073,1400000US17073030201,"Census Tract 302.01, Henry County, Illinois",11,18,60,32,40,38,17,48,21,116,93827,17,4336,2293,2043,225,40.5,3259,759,4220,22,3,26,0,11,54,134,1661,1609,36.4,2.69,3.18,4336,1481,1129,887,4307,29,4042,18,1609,1522,1405,1.6,124,93827,112259,577,57,42529,1.2,2.4,1609,1386,34,1402,579,47,46,868,17
030202,073,1400000US17073030202,"Census Tract 302.02, Henry County, Illinois",29,36,26,36,62,4,61,81,50,159,71923,17,3410,1749,1661,179,43.7,2680,646,3269,47,11,3,0,0,80,27,1432,1316,32.8,2.50,2.83,3294,893,711,508,3401,9,3136,38,1316,1238,1068,5.2,66,71923,84651,541,124,33004,3.5,6.1,1316,1151,19,1057,501,103,27,793,17
030203,073,1400000US17073030203,"Census Tract 302.03, Henry County, Illinois",32,0,11,22,17,20,58,34,32,74,116656,17,4767,2556,2211,181,44.2,3737,841,4576,25,0,10,0,14,142,251,1831,1761,32.0,2.71,2.99,4767,1543,1074,1260,4727,40,4527,10,1761,1727,1649,4.2,222,116656,131815,610,23,50718,2.2,1.9,1761,1707,39,1570,738,101,20,989,17
030301,073,1400000US17073030301,"Census Tract 303.01, Henry County, Illinois",16,0,0,33,190,186,211,35,31,163,59903,17,4073,2095,1978,37,42.2,3055,965,3754,0,0,77,0,34,208,223,1834,1724,37.5,2.36,2.67,4073,1110,1186,834,4033,40,3831,46,1724,1542,1390,4.3,51,59903,83585,606,60,36543,4.7,6.7,1724,1387,70,1153,597,105,33,858,17
030302,073,1400000US17073030302,"Census Tract 303.02, Henry County, Illinois",115,0,112,87,134,84,46,86,26,80,54853,17,3114,1279,1835,110,48.9,2490,955,3052,0,0,29,0,0,33,0,1686,1466,28.7,2.06,2.77,3026,716,667,759,3099,15,2984,0,1466,1259,1169,0.0,36,54853,72340,731,72,35142,5.6,6.1,1466,1072,162,1210,555,70,18,890,17
030400,073,1400000US17073030400,"Census Tract 304, Henry County, Illinois",34,48,53,56,8,35,94,22,84,84,65667,17,2791,1347,1444,183,41.0,2107,533,2681,0,4,0,0,5,101,118,1188,1128,29.6,2.47,3.02,2791,807,600,397,2738,53,2531,53,1128,1015,963,8.2,137,65667,82357,363,86,34243,5.4,7.5,1128,966,32,1090,549,58,59,739,17
030500,073,1400000US17073030500,"Census Tract 305, Henry County, Illinois",38,49,43,29,31,32,45,25,21,70,71563,17,2216,1161,1055,137,47.3,1741,553,2148,14,0,11,0,27,16,57,975,882,27.2,2.40,3.08,2117,531,423,511,2182,34,2043,9,882,815,768,2.5,98,71563,89542,310,49,42527,4.7,8.4,882,709,22,1500,555,69,27,660,17
030600,073,1400000US17073030600,"Census Tract 306, Henry County, Illinois",228,63,71,115,64,58,90,149,47,10,35925,17,2883,1564,1319,193,47.5,2326,833,2488,152,0,0,0,201,42,394,1443,1255,25.7,2.29,2.75,2871,650,416,177,2766,117,2481,156,1255,951,828,11.7,31,35925,56749,570,295,25260,11.5,22.0,1255,982,162,929,355,33,161,888,17
030800,073,1400000US17073030800,"Census Tract 308, Henry County, Illinois",182,262,32,67,8,137,57,63,28,49,30972,17,3179,1778,1401,398,34.8,2085,628,2504,286,0,19,0,273,97,292,1491,1193,31.9,2.43,3.43,2898,1074,841,188,3058,121,2548,68,1193,931,800,10.1,0,30972,39806,448,449,15606,29.2,39.5,1193,625,258,843,357,23,13,540,17
030900,073,1400000US17073030900,"Census Tract 309, Henry County, Illinois",96,72,75,178,70,59,134,45,155,208,46387,17,3794,1703,2091,165,38.9,2969,624,3335,65,0,16,0,351,27,416,1788,1620,29.3,2.33,3.01,3781,1203,955,468,3663,131,3315,213,1620,1393,1318,6.4,0,46387,54980,461,276,22737,9.9,16.3,1620,1142,179,1013,440,54,28,708,17
031000,073,1400000US17073031000,"Census Tract 310, Henry County, Illinois",45,81,43,80,42,36,114,53,80,170,53688,17,3526,1510,2016,141,47.6,2974,771,2946,408,8,18,0,91,55,218,1586,1361,23.7,2.54,2.96,3451,872,819,543,3478,48,3257,72,1361,1139,1014,1.2,106,53688,67955,562,157,27513,2.9,6.2,1361,1024,118,1165,470,101,31,864,17
031100,073,1400000US17073031100,"Census Tract 311, Henry County, Illinois",84,65,106,65,45,68,42,27,35,68,53450,17,2635,1275,1360,205,42.4,1985,528,2520,4,0,29,0,4,78,75,1246,1105,27.9,2.38,3.04,2635,778,564,521,2595,40,2360,29,1105,957,824,2.0,106,53450,63011,393,179,27306,12.3,18.7,1105,883,45,1049,419,76,40,697,17
031200,073,1400000US17073031200,"Census Tract 312, Henry County, Illinois",37,46,78,79,14,51,77,48,18,177,59659,17,2858,1493,1365,201,44.7,2264,632,2644,19,0,0,0,22,173,92,1411,1232,23.1,2.32,2.99,2858,723,524,564,2844,14,2637,11,1232,1117,1011,3.9,86,59659,76127,503,99,33863,5.0,9.8,1232,983,39,1075,477,78,30,623,17
950100,075,1400000US17075950100,"Census Tract 9501, Iroquois County, Illinois",81,28,35,51,43,60,70,59,61,67,60641,17,2910,1512,1398,160,43.8,2207,482,2662,29,9,14,0,33,163,202,1316,1151,28.4,2.53,2.93,2910,849,694,216,2813,97,2564,103,1151,1041,970,6.3,73,60641,76328,366,161,30574,7.8,10.8,1151,971,17,1245,495,190,44,744,17
950200,075,1400000US17075950200,"Census Tract 9502, Iroquois County, Illinois",25,63,48,39,58,76,28,44,111,106,74387,17,3605,1682,1923,217,40.4,2799,690,3392,30,0,10,0,71,102,139,1554,1496,28.2,2.37,2.79,3546,935,902,501,3548,57,3322,35,1496,1403,1323,2.9,147,74387,83198,507,97,34745,3.7,6.6,1496,1145,44,1468,590,86,125,921,17
950300,075,1400000US17075950300,"Census Tract 9503, Iroquois County, Illinois",68,63,41,84,39,49,35,66,53,131,59519,17,2966,1484,1482,137,50.1,2465,780,2883,10,3,3,0,7,60,47,1448,1243,24.8,2.33,2.78,2892,683,460,351,2957,9,2800,6,1243,1109,1042,4.8,66,59519,73659,533,155,31747,9.1,11.7,1243,974,46,1067,551,79,41,835,17
