tract,county,geo_id,census_name,total_no_income,total_with_income,total_with_income_level1,total_with_income_level2,total_with_income_level3,total_with_income_level4,total_with_income_level5,total_with_income_level6,total_with_income_level7,total_with_income_level8,median_income,state_x,total_population,total_male,total_female,under_5_years,median_age,over_18_years,over_65_years,white,black,native,asian,islander,other_race,more_one_race,latino,housing_units_dp5,num_households_dp2,perc_hh_w_children,avg_household_size,avg_family_size,pop_in_households,pop_in_households_child,pop_enrolled,college_graduates,tot_pop_birth_native,tot_pop_birth_foreign,speaks_english_only,speaks_english_less_very_well,comp_tot_households,comp_tot_households_pc,comp_tot_households_internet,unemployment_rate,work_from_home,median_hh_income_d,average_hh_income_d,hh_social_security,hh_foodstamps_snap,per_capita_income_d,perc_fam_bellow_poverty,perc_ppl_bellow_poverty,occupied_units,occupied_units_owner,occupied_units_no_vehicle,median_owner_cost_unit_mortgage_d,median_owner_cost_unit_no_mortgage_d,rent_burdened_unit_mortgage,rent_burdened_unit_no_mortgage,occupied_median_rent_d,state_y
350100,031,1400000US17031350100,"Census Tract 3501, Cook County, Illinois",171,80,45,35,31,118,24,71,0,322,56593,17,2459,1218,1241,66,29.5,2386,236,226,827,6,1325,0,35,40,40,1724,1501,4.5,1.64,2.66,2459,122,505,1616,1021,1438,951,407,1501,1482,1457,8.5,108,56593,73462,256,97,46161,8.5,15.3,1501,0,675,-666666666,-666666666,0,0,1342,17
350400,031,1400000US17031350400,"Census Tract 3504, Cook County, Illinois",226,112,40,28,1,57,66,17,11,64,18368,17,1859,775,1084,242,30.8,1251,50,8,1840,0,0,0,0,11,11,761,709,37.1,2.62,3.83,1859,850,466,142,1732,127,1473,60,709,619,545,29.8,47,18368,30833,147,452,12536,36.4,44.3,709,0,463,-666666666,-666666666,0,0,405,17
351000,031,1400000US17031351000,"Census Tract 3510, Cook County, Illinois",426,68,50,33,225,38,95,28,85,329,52877,17,3357,1597,1760,68,43.8,3201,687,124,2522,0,392,0,28,291,100,2544,2322,6.0,1.45,2.47,3357,410,827,1335,2326,1031,2309,518,2322,2185,2046,8.9,187,52877,56368,487,183,40211,14.3,20.7,2322,159,855,2040,-666666666,27,0,1227,17
351100,031,1400000US17031351100,"Census Tract 3511, Cook County, Illinois",343,235,54,65,12,169,48,26,0,104,14463,17,2230,877,1353,281,27.5,1305,122,14,2013,0,0,0,33,170,231,1101,1101,41.6,2.03,3.03,2230,975,740,135,2167,63,1819,72,1101,958,771,35.4,68,14463,23151,225,665,11566,56.2,54.5,1101,16,599,-666666666,-666666666,16,0,500,17
351400,031,1400000US17031351400,"Census Tract 3514, Cook County, Illinois",327,85,67,22,64,58,12,20,28,0,15865,17,1535,616,919,74,32.1,1167,127,85,1279,85,37,0,27,22,135,937,860,18.6,1.72,3.15,1477,448,362,304,1455,80,1311,96,860,781,722,14.8,53,15865,41898,175,552,24123,32.1,46.8,860,155,607,2285,-666666666,108,13,745,17
351500,031,1400000US17031351500,"Census Tract 3515, Cook County, Illinois",81,58,13,32,0,20,0,0,0,16,-666666666,17,910,379,531,87,27.5,714,58,151,564,0,111,0,31,53,76,413,378,25.4,2.41,3.62,910,329,355,172,808,102,671,39,378,364,341,24.5,65,-666666666,63115,55,184,27657,35.4,36.6,378,26,141,1667,-666666666,7,0,1143,17
360200,031,1400000US17031360200,"Census Tract 3602, Cook County, Illinois",129,69,25,150,50,40,63,11,92,29,25305,17,1792,704,1088,177,31.4,1094,170,75,1674,0,43,0,0,0,67,803,756,38.0,2.37,3.66,1792,731,678,231,1529,263,1372,73,756,659,610,33.0,27,25305,38410,163,370,16582,40.9,44.0,756,84,231,1655,-666666666,50,0,952,17
380100,031,1400000US17031380100,"Census Tract 3801, Cook County, Illinois",257,225,81,15,11,51,12,0,35,17,23417,17,1984,932,1052,90,47.6,1647,307,94,1794,15,1,0,0,80,55,1258,1137,15.8,1.74,2.87,1979,361,381,693,1896,88,1742,23,1137,914,788,14.4,226,23417,60035,379,491,35726,11.8,33.2,1137,536,465,2265,-666666666,136,53,418,17
380200,031,1400000US17031380200,"Census Tract 3802, Cook County, Illinois",353,139,65,88,87,93,31,51,22,58,22629,17,1652,752,900,0,64.5,1593,812,74,1487,0,25,0,10,56,25,1292,1235,2.1,1.34,2.59,1652,232,254,517,1617,35,1617,10,1235,1051,692,3.0,57,22629,60670,773,605,46292,11.0,33.6,1235,203,706,1723,-666666666,52,0,528,17
380600,031,1400000US17031380600,"Census Tract 3806, Cook County, Illinois",396,417,89,58,103,41,33,166,12,141,26510,17,4044,1497,2547,229,33.8,3083,800,430,3422,0,104,0,26,62,119,2133,2007,26.1,2.00,3.11,4017,1092,1004,778,3898,146,3552,107,2007,1571,1464,14.5,208,26510,54458,757,910,27923,31.6,34.6,2007,453,804,2297,721,125,0,-666666666,17
381200,031,1400000US17031381200,"Census Tract 3812, Cook County, Illinois",278,22,94,26,39,0,75,52,0,33,38200,17,1664,843,821,128,45.3,1461,144,0,1595,0,0,0,0,69,0,1226,960,7.8,1.73,3.19,1664,321,259,533,1664,0,1503,0,960,896,861,11.6,65,38200,46086,171,275,27836,6.1,22.9,960,193,206,-666666666,572,49,27,1131,17
381400,031,1400000US17031381400,"Census Tract 3814, Cook County, Illinois",84,38,20,97,63,22,92,0,56,33,38007,17,1672,821,851,62,38.2,1196,111,11,1445,0,57,0,0,159,141,802,722,40.0,2.32,3.08,1672,505,512,307,1568,104,1390,46,722,675,617,20.5,43,38007,52633,101,332,23747,21.2,22.7,722,136,162,2109,-666666666,45,0,1152,17
381500,031,1400000US17031381500,"Census Tract 3815, Cook County, Illinois",98,37,18,73,25,5,14,10,9,10,21230,17,612,264,348,39,49.7,473,182,14,574,0,5,0,0,19,0,367,367,21.3,1.67,2.59,612,100,122,62,606,6,562,6,367,281,313,26.8,0,21230,35988,151,132,21776,46.0,47.2,367,56,132,2475,-666666666,10,0,755,17
381700,031,1400000US17031381700,"Census Tract 3817, Cook County, Illinois",0,0,0,0,0,0,0,0,0,0,-666666666,17,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,-666666666.00,-666666666.00,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,0,-666666666,-666666666,0,0,-666666666,-666666666.0,-666666666.0,0,0,0,-666666666,-666666666,0,0,-666666666,17
381800,031,1400000US17031381800,"Census Tract 3818, Cook County, Illinois",155,51,43,0,14,42,69,21,14,18,37264,17,1251,526,725,17,43.9,1084,142,102,1049,0,28,0,9,63,35,816,735,20.5,1.66,2.39,1218,224,178,300,1216,35,1071,120,735,695,659,20.5,1,37264,58609,118,180,34998,16.2,26.8,735,163,236,1938,781,34,32,1089,17
381900,031,1400000US17031381900,"Census Tract 3819, Cook County, Illinois",87,6,16,25,31,0,55,10,11,90,55521,17,1275,523,752,66,43.7,991,227,23,1126,6,6,0,0,114,16,635,543,27.6,2.35,3.32,1275,313,319,277,1253,22,1001,10,543,501,491,14.1,68,55521,63588,201,135,29092,12.4,20.7,543,301,78,2202,935,136,5,781,17
390100,031,1400000US17031390100,"Census Tract 3901, Cook County, Illinois",78,21,46,0,23,133,39,14,0,25,56023,17,1714,845,869,201,29.2,1204,119,145,1386,19,36,7,43,78,82,755,733,34.0,2.34,3.22,1714,600,574,493,1572,142,1243,40,733,712,693,12.4,70,56023,103335,95,180,45088,8.3,9.9,733,265,253,2722,-666666666,80,0,1013,17
390200,031,1400000US17031390200,"Census Tract 3902, Cook County, Illinois",16,31,0,26,60,29,41,7,0,67,95888,17,2227,989,1238,170,37.0,1569,187,406,1495,0,154,0,20,152,87,993,921,37.4,2.41,3.41,2221,742,609,994,2123,104,1825,103,921,921,898,8.2,286,95888,129415,106,125,54780,6.3,11.7,921,596,73,2147,775,105,9,1219,17
390300,031,1400000US17031390300,"Census Tract 3903, Cook County, Illinois",452,228,111,77,66,55,71,0,63,101,23861,17,2890,1191,1699,218,42.8,2229,584,363,2496,6,0,0,4,21,100,1868,1695,21.7,1.63,2.72,2761,770,498,642,2835,55,2552,4,1695,1430,1130,24.4,28,23861,46175,421,715,27206,43.2,45.0,1695,245,897,1992,-666666666,0,30,703,17
390400,031,1400000US17031390400,"Census Tract 3904, Cook County, Illinois",252,236,181,49,100,55,61,17,0,38,22368,17,2357,1078,1279,156,43.4,1895,505,245,2018,0,0,0,0,94,34,1703,1410,15.3,1.66,3.29,2336,510,423,670,2248,109,1977,7,1410,1172,977,18.3,172,22368,63308,507,542,38742,50.3,45.4,1410,355,616,2265,1098,54,13,754,17
390500,031,1400000US17031390500,"Census Tract 3905, Cook County, Illinois",114,28,10,28,39,53,82,28,60,49,49784,17,1741,879,862,123,38.0,1404,230,538,999,0,63,0,19,122,110,919,875,21.5,1.98,3.01,1736,404,521,923,1575,166,1313,75,875,805,750,4.3,158,49784,124590,118,149,64850,13.4,18.7,875,237,233,3230,1501,37,25,1199,17
390600,031,1400000US17031390600,"Census Tract 3906, Cook County, Illinois",108,5,33,15,18,46,45,15,23,114,60208,17,1706,689,1017,49,37.4,1412,262,780,738,0,108,0,16,64,47,971,845,20.2,2.01,2.62,1698,381,433,917,1448,258,1382,67,845,839,810,7.9,136,60208,144500,175,137,71159,8.5,20.0,845,319,192,3017,1501,85,12,1170,17
390700,031,1400000US17031390700,"Census Tract 3907, Cook County, Illinois",351,224,151,12,209,40,216,105,33,224,71138,17,5857,2852,3005,224,45.1,5306,1604,1606,3276,0,694,0,17,264,87,3918,3513,10.7,1.67,2.68,5857,881,1496,3242,4976,881,4685,325,3513,3257,2918,4.8,752,71138,96427,1060,340,58761,10.7,18.3,3513,1411,1036,2367,1039,92,169,1658,17
400300,031,1400000US17031400300,"Census Tract 4003, Cook County, Illinois",44,26,56,24,17,58,41,57,19,0,41875,17,1211,520,691,31,36.8,946,106,44,1161,0,0,0,6,0,18,716,574,27.2,2.08,2.74,1192,375,275,205,1211,0,1174,0,574,470,461,25.4,102,41875,57392,126,188,27852,12.0,19.3,574,137,228,2050,-666666666,10,0,1340,17
400400,031,1400000US17031400400,"Census Tract 4004, Cook County, Illinois",264,70,26,27,32,46,97,34,0,93,33886,17,2152,1103,1049,53,34.2,1474,160,76,2018,16,0,0,10,32,36,1035,889,33.5,2.39,3.80,2123,962,811,309,2048,104,1769,228,889,790,663,18.5,104,33886,38849,286,323,17220,25.6,37.9,889,177,341,1712,-666666666,69,18,981,17
400500,031,1400000US17031400500,"Census Tract 4005, Cook County, Illinois",278,67,167,65,15,176,8,5,57,103,20827,17,2348,1106,1242,203,28.2,1388,226,28,2320,0,0,0,0,0,53,1240,1067,46.7,2.20,2.96,2348,1039,964,304,2240,108,2012,108,1067,1013,976,9.6,17,20827,31288,170,397,14174,44.7,49.5,1067,154,465,1669,-666666666,43,17,1024,17
400800,031,1400000US17031400800,"Census Tract 4008, Cook County, Illinois",573,79,31,180,18,13,25,83,0,35,10563,17,2462,1182,1280,123,31.5,1826,215,38,2421,0,0,0,0,3,31,1391,1173,22.3,2.10,3.48,2462,927,793,134,2331,131,2147,48,1173,981,949,28.4,55,10563,23579,225,633,11952,73.0,68.4,1173,58,663,-666666666,-666666666,0,0,704,17
410100,031,1400000US17031410100,"Census Tract 4101, Cook County, Illinois",64,39,22,132,71,77,64,268,19,55,43901,17,2202,950,1252,71,32.3,2106,286,867,904,0,203,0,10,218,151,1624,1394,5.9,1.57,2.68,2186,198,718,1260,1631,571,1493,152,1394,1371,1240,2.9,372,43901,79794,237,99,51067,8.0,21.3,1394,214,579,2381,1501,41,16,1353,17
410200,031,1400000US17031410200,"Census Tract 4102, Cook County, Illinois",103,36,18,18,18,42,16,102,17,73,52344,17,1484,692,792,58,26.5,1330,105,674,474,0,188,0,28,120,226,780,770,13.2,1.78,2.84,1368,172,674,723,1261,223,1092,100,770,764,745,6.3,159,52344,79050,48,30,41449,17.1,27.3,770,144,303,2864,874,23,10,1182,17
410500,031,1400000US17031410500,"Census Tract 4105, Cook County, Illinois",238,34,40,95,74,75,65,23,0,90,65441,17,2891,1488,1403,56,32.0,2529,256,1170,1106,0,442,0,28,145,193,1645,1542,15.3,1.82,2.83,2802,465,1042,1425,2489,402,2296,123,1542,1489,1403,3.5,228,65441,93456,230,105,51120,14.1,23.1,1542,436,569,2217,782,36,40,1339,17
410600,031,1400000US17031410600,"Census Tract 4106, Cook County, Illinois",219,69,66,47,31,124,7,17,37,27,34960,17,2245,915,1330,38,26.1,2072,220,1163,455,12,387,0,37,191,261,1264,1108,6.6,1.86,2.72,2062,194,1122,1081,1801,444,1587,252,1108,1063,1028,8.9,277,34960,82752,201,36,42124,0.0,35.0,1108,407,475,2644,1012,63,34,1531,17
410700,031,1400000US17031410700,"Census Tract 4107, Cook County, Illinois",166,17,40,52,66,22,62,129,0,41,55427,17,2564,1207,1357,41,28.3,2278,236,1324,533,0,427,0,88,192,192,1266,1122,13.1,2.26,3.15,2537,404,1257,1088,1984,580,1908,78,1122,1111,1023,7.9,159,55427,72087,190,84,32802,11.2,34.8,1122,326,486,1807,1141,64,0,1241,17
410800,031,1400000US17031410800,"Census Tract 4108, Cook County, Illinois",276,199,102,33,51,73,28,55,63,171,49405,17,2907,1440,1467,119,31.5,2566,273,1443,476,0,614,0,103,271,216,1882,1730,15.5,1.65,2.70,2858,358,1151,1710,1996,911,1732,400,1730,1620,1537,2.5,392,49405,60280,203,225,36664,4.5,22.1,1730,440,990,2115,790,48,23,1136,17
410900,031,1400000US17031410900,"Census Tract 4109, Cook County, Illinois",213,89,83,13,49,37,73,52,39,116,70083,17,3427,1396,2031,104,35.2,3041,595,2054,773,7,316,0,22,255,174,1889,1744,13.5,1.93,2.71,3359,619,962,2152,3082,345,2808,97,1744,1621,1539,11.9,548,70083,104767,294,118,53834,4.1,19.1,1744,797,574,2535,1329,94,54,1451,17
411000,031,1400000US17031411000,"Census Tract 4110, Cook County, Illinois",370,117,82,86,34,121,96,49,66,138,56512,17,3741,1396,2345,115,41.9,3287,1080,1517,1455,70,399,0,237,63,156,2527,2235,6.6,1.56,2.76,3476,543,1047,1900,3016,725,2946,290,2235,2086,1942,16.4,243,56512,126399,780,0,76514,11.1,26.8,2235,1039,1038,2393,-666666666,66,101,1102,17
411100,031,1400000US17031411100,"Census Tract 4111, Cook County, Illinois",61,0,25,49,25,40,24,8,12,43,118082,17,2416,1051,1365,61,31.2,1934,356,1541,91,4,432,0,46,302,118,1042,930,32.3,2.21,2.84,2055,498,1095,1262,1869,547,1612,100,930,920,866,7.9,252,118082,163484,202,18,63916,2.9,11.7,930,442,307,3324,943,77,19,1590,17
411200,031,1400000US17031411200,"Census Tract 4112, Cook County, Illinois",26,40,0,15,20,35,11,5,31,117,100536,17,1646,888,758,68,44.1,1345,402,1096,77,0,330,0,8,135,111,841,764,23.2,2.12,2.73,1618,307,500,1021,1244,402,1059,141,764,754,692,3.6,96,100536,268601,265,18,114004,2.0,14.3,764,459,175,2806,1133,35,14,1439,17
420100,031,1400000US17031420100,"Census Tract 4201, Cook County, Illinois",178,142,124,23,70,23,69,20,57,35,19608,17,1567,519,1048,27,48.1,1283,276,63,1392,0,11,0,0,101,53,882,861,18.1,1.82,2.98,1567,459,438,205,1547,20,1489,19,861,739,641,17.9,5,19608,32824,212,418,18690,43.5,43.5,861,15,473,2341,-666666666,4,0,849,17
420200,031,1400000US17031420200,"Census Tract 4202, Cook County, Illinois",206,53,36,36,61,8,10,15,13,13,26583,17,1753,848,905,88,28.9,1301,105,416,1087,11,145,0,26,68,59,767,681,34.2,2.39,3.31,1628,536,661,563,1517,236,1336,143,681,624,575,14.2,51,26583,47766,55,299,19718,36.1,40.5,681,92,290,1773,792,23,0,1067,17
420300,031,1400000US17031420300,"Census Tract 4203, Cook County, Illinois",87,99,33,68,29,6,63,36,11,31,36031,17,2552,1227,1325,99,20.7,2261,155,1090,904,0,411,0,0,147,244,776,677,19.1,2.12,3.31,1432,362,1645,466,2208,344,1819,181,677,610,590,17.2,80,36031,56945,150,181,16831,22.6,29.5,677,142,343,1919,563,20,0,1065,17
420400,031,1400000US17031420400,"Census Tract 4204, Cook County, Illinois",184,59,41,54,36,67,39,12,6,38,24870,17,1173,560,613,87,28.9,957,205,331,633,0,162,0,13,34,112,788,671,16.8,1.75,2.88,1173,263,382,318,943,230,796,85,671,577,527,17.8,71,24870,41206,181,241,23430,22.2,38.2,671,85,326,1165,-666666666,43,3,925,17
420500,031,1400000US17031420500,"Census Tract 4205, Cook County, Illinois",82,76,197,156,40,14,32,25,65,14,23539,17,1978,973,1005,106,47.2,1554,375,28,1902,0,41,0,0,7,18,1265,925,21.2,2.14,3.03,1978,585,440,382,1728,250,1652,109,925,845,707,41.1,115,23539,39350,361,523,19172,26.3,34.8,925,196,350,1611,740,42,6,830,17
420600,031,1400000US17031420600,"Census Tract 4206, Cook County, Illinois",211,80,85,39,27,85,27,40,32,28,30828,17,2104,936,1168,186,34.4,1560,244,80,1984,0,0,0,0,40,9,1214,933,24.7,2.26,3.16,2104,774,540,170,2104,0,1874,14,933,894,889,20.3,54,30828,48691,263,387,22522,24.5,36.5,933,149,314,2083,988,54,37,1013,17
420700,031,1400000US17031420700,"Census Tract 4207, Cook County, Illinois",266,84,72,162,73,153,58,50,30,76,24508,17,2593,1283,1310,189,32.5,1864,211,27,2508,0,0,0,29,29,0,1848,1133,28.0,2.29,3.71,2589,959,625,165,2490,103,2260,54,1133,992,955,31.5,71,24508,30610,167,454,13745,38.1,41.6,1133,236,464,1763,469,76,67,1158,17
420800,031,1400000US17031420800,"Census Tract 4208, Cook County, Illinois",160,127,63,49,19,16,0,81,24,63,41438,17,2563,1023,1540,257,31.0,1938,272,129,2198,0,24,0,0,212,0,1214,937,35.5,2.73,3.94,2554,782,569,435,2514,49,2150,85,937,887,860,12.2,22,41438,54072,247,491,21179,24.3,22.5,937,219,284,2095,650,36,31,1304,17
421200,031,1400000US17031421200,"Census Tract 4212, Cook County, Illinois",63,106,81,8,26,37,66,20,24,158,38068,17,1994,967,1027,26,28.4,1556,179,44,1896,37,0,0,0,17,26,995,672,36.5,2.97,4.51,1994,694,688,148,1970,24,1933,35,672,612,558,8.4,0,38068,38427,169,453,13384,11.9,21.7,672,106,232,1234,-666666666,25,0,1061,17
430101,031,1400000US17031430101,"Census Tract 4301.01, Cook County, Illinois",414,86,268,120,34,76,54,87,0,168,22418,17,3090,1610,1480,157,36.5,2586,377,43,2987,0,27,0,33,0,67,2140,1712,18.2,1.80,2.82,3090,586,495,469,3048,42,2886,14,1712,1542,1560,25.6,110,22418,52714,363,805,30011,28.2,33.3,1712,258,726,1636,509,80,42,1074,17
430102,031,1400000US17031430102,"Census Tract 4301.02, Cook County, Illinois",291,196,70,85,211,156,158,111,98,413,42801,17,3602,1956,1646,148,44.4,3192,946,95,3357,0,29,0,0,121,46,2524,2417,8.4,1.49,3.05,3590,640,615,879,3340,262,3296,12,2417,2188,2003,8.0,55,42801,46602,483,407,31792,22.1,23.8,2417,422,844,1125,-666666666,29,0,908,17
430200,031,1400000US17031430200,"Census Tract 4302, Cook County, Illinois",635,282,98,199,149,58,115,40,101,98,29913,17,5560,2646,2914,120,34.9,4641,821,472,4962,0,36,0,0,90,251,2873,2723,16.2,2.03,3.23,5540,1307,1067,1216,5278,282,5150,253,2723,2326,2145,14.3,181,29913,72289,761,1070,36770,9.4,27.8,2723,548,1577,3024,-666666666,203,21,909,17
430300,031,1400000US17031430300,"Census Tract 4303, Cook County, Illinois",153,46,127,32,59,81,57,20,0,53,32000,17,2437,1077,1360,267,23.9,1426,70,40,2373,0,1,0,0,23,69,1284,946,48.7,2.56,3.32,2426,1000,1050,317,2406,31,2116,31,946,900,853,13.1,73,32000,81007,107,320,32177,29.2,32.2,946,169,348,2266,-666666666,95,7,1122,17
430400,031,1400000US17031430400,"Census Tract 4304, Cook County, Illinois",327,45,52,87,37,38,113,53,55,122,37485,17,3184,1376,1808,0,36.7,2484,475,100,2949,11,0,0,0,124,36,1618,1335,25.8,2.31,3.60,3081,890,681,438,3093,91,3087,0,1335,1187,931,14.9,45,37485,46267,364,520,21019,17.7,33.5,1335,556,479,1843,697,86,0,1116,17
430500,031,1400000US17031430500,"Census Tract 4305, Cook County, Illinois",393,131,292,174,93,122,18,65,34,80,22136,17,3781,1625,2156,41,42.3,2993,426,62,3686,0,0,0,0,33,42,2323,1861,24.1,2.03,3.25,3776,1086,989,476,3781,0,3724,16,1861,1660,1430,22.8,170,22136,42968,318,825,21255,35.3,37.1,1861,158,1054,2194,-666666666,6,0,940,17
430600,031,1400000US17031430600,"Census Tract 4306, Cook County, Illinois",164,40,9,30,44,40,47,9,9,21,52202,17,2168,984,1184,192,39.4,1566,265,72,1989,0,10,0,21,76,70,931,821,44.0,2.62,3.21,2155,745,494,322,2096,72,1934,3,821,760,677,14.3,99,52202,85700,225,310,35413,15.7,22.0,821,267,345,2338,578,17,0,914,17
430700,031,1400000US17031430700,"Census Tract 4307, Cook County, Illinois",277,119,99,78,66,31,34,79,13,50,26875,17,2831,1357,1474,339,32.7,2071,358,143,2662,0,0,0,0,26,11,1447,1245,23.5,2.08,3.79,2590,727,606,709,2725,106,2342,51,1245,1227,1054,23.1,258,26875,70792,165,499,32128,28.1,37.1,1245,153,417,2006,-666666666,37,6,1070,17
430800,031,1400000US17031430800,"Census Tract 4308, Cook County, Illinois",148,19,37,56,79,43,22,52,39,8,40057,17,2013,954,1059,197,36.2,1660,332,6,2007,0,0,0,0,0,46,942,809,27.4,2.49,3.44,2013,696,430,551,1985,28,1778,0,809,744,719,14.6,10,40057,61871,222,254,26436,24.8,27.1,809,279,221,2070,871,80,22,997,17
430900,031,1400000US17031430900,"Census Tract 4309, Cook County, Illinois",162,48,82,16,30,29,42,26,14,63,41833,17,1653,720,933,107,52.1,1404,381,9,1616,0,2,26,0,0,0,977,840,12.7,1.95,2.99,1637,405,296,332,1583,70,1467,17,840,755,671,11.7,45,41833,51685,262,272,28170,13.9,21.8,840,264,277,1625,513,38,0,868,17
431200,031,1400000US17031431200,"Census Tract 4312, Cook County, Illinois",95,83,78,65,0,0,20,48,61,232,58884,17,2805,1344,1461,54,47.4,2466,727,13,2750,0,0,0,0,42,11,1418,1339,15.2,2.09,3.32,2800,837,508,777,2758,47,2479,126,1339,1236,1122,9.2,95,58884,72243,397,318,36439,8.6,16.8,1339,922,274,1587,571,27,33,1093,17
431301,031,1400000US17031431301,"Census Tract 4313.01, Cook County, Illinois",249,0,23,220,45,214,179,131,73,84,34220,17,3558,1259,2299,260,28.5,2638,368,192,3274,0,29,0,32,31,55,1953,1414,29.1,2.48,3.63,3509,1257,967,287,3336,222,2998,96,1414,1166,1118,17.0,149,34220,38950,230,477,17006,16.4,22.9,1414,260,687,2304,637,109,27,1015,17
431302,031,1400000US17031431302,"Census Tract 4313.02, Cook County, Illinois",396,128,125,22,130,33,58,89,84,88,25424,17,3260,1431,1829,474,32.1,2135,242,186,2894,0,0,0,180,0,457,2247,1379,30.2,2.34,3.60,3230,1275,739,400,3162,98,2415,79,1379,1209,1183,27.7,7,25424,36524,317,774,16348,59.8,59.8,1379,101,747,2426,-666666666,5,0,1048,17
431400,031,1400000US17031431400,"Census Tract 4314, Cook County, Illinois",366,276,228,204,121,391,154,141,212,79,38858,17,7635,3558,4077,821,37.2,5938,1029,417,6818,0,109,0,99,192,231,4142,3395,21.9,2.09,3.54,7098,1942,1037,971,7112,523,6196,359,3395,2794,2697,11.0,142,38858,46160,785,1454,21717,35.4,41.8,3395,511,1604,1135,639,46,13,913,17
440101,031,1400000US17031440101,"Census Tract 4401.01, Cook County, Illinois",429,332,89,203,165,259,43,163,191,181,29162,17,4680,2262,2418,487,34.3,3599,622,15,4525,0,0,0,29,111,41,2821,2375,20.8,1.96,2.90,4654,1309,838,339,4493,187,4031,7,2375,2049,1452,18.6,54,29162,31415,646,1127,16319,33.0,36.4,2375,151,1256,1320,562,74,11,933,17
440102,031,1400000US17031440102,"Census Tract 4401.02, Cook County, Illinois",373,123,120,26,97,101,110,266,58,82,37194,17,3255,1567,1688,246,40.3,2742,372,114,3114,0,0,0,0,27,50,2182,1838,18.2,1.77,3.13,3255,815,639,589,3231,24,2944,0,1838,1555,1302,11.1,54,37194,41659,218,703,23923,35.6,29.6,1838,420,570,1412,466,79,11,828,17
440201,031,1400000US17031440201,"Census Tract 4402.01, Cook County, Illinois",387,385,180,128,195,74,66,84,16,243,29071,17,6178,2347,3831,455,35.8,4360,709,24,6000,0,0,0,0,154,0,2944,2495,27.9,2.48,4.21,6178,2440,1694,1090,5977,201,5444,0,2495,2098,1795,11.1,396,29071,68418,607,1379,29099,43.2,30.3,2495,512,1030,2610,826,22,42,982,17
440202,031,1400000US17031440202,"Census Tract 4402.02, Cook County, Illinois",111,216,156,130,51,153,12,29,86,164,31534,17,2720,1057,1663,68,47.6,2179,762,21,2604,0,0,0,0,95,47,1756,1490,16.8,1.83,3.37,2720,774,591,651,2720,0,2602,0,1490,1262,1097,14.0,72,31534,49258,612,235,28034,11.5,17.8,1490,587,409,1870,639,157,65,817,17
440300,031,1400000US17031440300,"Census Tract 4403, Cook County, Illinois",155,134,0,142,133,98,31,203,90,107,51559,17,4954,2715,2239,88,45.3,4227,780,1,4952,0,0,0,0,1,1,2389,2073,21.5,2.39,3.50,4950,1641,1027,1375,4952,2,4864,1,2073,1942,1734,21.2,520,51559,77854,584,542,34618,0.4,6.8,2073,1351,336,1648,578,280,0,867,17
440600,031,1400000US17031440600,"Census Tract 4406, Cook County, Illinois",77,49,23,20,4,37,22,33,29,75,60000,17,1899,772,1127,97,39.8,1474,353,17,1859,0,0,0,0,23,35,822,738,28.5,2.57,3.62,1899,617,530,408,1820,79,1605,22,738,647,605,9.7,150,60000,75515,243,195,30373,17.3,18.0,738,578,35,1471,600,114,26,1288,17
440700,031,1400000US17031440700,"Census Tract 4407, Cook County, Illinois",12,43,40,0,5,58,0,15,12,33,72143,17,1455,604,851,38,47.1,1133,274,12,1443,0,0,0,0,0,0,699,586,34.0,2.48,3.11,1455,571,442,374,1423,32,1353,0,586,557,561,17.2,20,72143,67997,158,116,28331,11.8,15.6,586,462,85,1203,654,48,22,1105,17
440800,031,1400000US17031440800,"Census Tract 4408, Cook County, Illinois",162,31,79,0,40,29,26,25,0,22,34095,17,1823,905,918,95,34.5,1383,204,60,1699,0,21,0,0,43,54,836,661,28.6,2.76,3.59,1823,605,385,180,1767,56,1659,32,661,577,512,18.9,34,34095,50796,142,248,19742,31.8,37.0,661,191,164,1431,604,21,6,1002,17
440900,031,1400000US17031440900,"Census Tract 4409, Cook County, Illinois",222,38,37,34,35,59,29,5,28,9,52778,17,2514,1108,1406,140,42.8,2019,575,11,2503,0,0,0,0,0,0,1286,976,26.3,2.57,3.14,2509,726,512,807,2436,78,2349,7,976,920,783,12.9,107,52778,80747,390,403,32953,13.5,18.0,976,602,184,1746,615,98,97,938,17
450300,031,1400000US17031450300,"Census Tract 4503, Cook County, Illinois",105,95,61,113,173,111,35,35,50,137,46475,17,3340,1448,1892,91,47.7,2833,825,27,3183,0,8,0,0,122,0,1782,1515,21.7,2.20,2.98,3340,1056,704,503,3313,27,3166,0,1515,1196,991,13.0,157,46475,59615,583,243,27308,14.5,16.4,1515,900,328,1506,567,223,88,1146,17
460100,031,1400000US17031460100,"Census Tract 4601, Cook County, Illinois",82,109,33,40,34,82,6,119,72,84,44606,17,2656,1136,1520,92,33.4,1969,329,260,2073,0,55,0,139,129,393,1573,976,27.2,2.72,4.05,2652,738,851,437,2274,382,1894,174,976,836,789,21.3,101,44606,52661,309,261,19908,21.5,28.8,976,338,459,1211,520,58,20,1019,17
