BRANCH,YEAR,MONTH,CIRCULATION,COMPUTER_SESSIONS,VISITORS
South Chicago,2016,7,2611.0,2377.0,9277.0
South Chicago,2016,8,2995.0,3005.0,11029.0
South Chicago,2016,9,2705.0,2642.0,10484.0
South Chicago,2016,10,2849.0,2601.0,10879.0
South Chicago,2016,11,2697.0,2214.0,8627.0
South Chicago,2016,12,1992.0,2011.0,6784.0
South Chicago,2017,1,2270.0,2169.0,7719.0
South Chicago,2017,2,2183.0,2069.0,6780.0
South Chicago,2017,3,2447.0,2081.0,7116.0
South Chicago,2017,4,2043.0,2002.0,6600.0
South Chicago,2017,5,1895.0,2123.0,8891.0
South Chicago,2017,6,2118.0,2303.0,8462.0
South Chicago,2017,7,2402.0,2355.0,8470.0
South Chicago,2017,8,2299.0,2118.0,6907.0
South Chicago,2017,9,2037.0,2212.0,5928.0
South Chicago,2017,10,2100.0,2271.0,8778.0
South Chicago,2017,11,1624.0,2364.0,8947.0
South Chicago,2017,12,1562.0,2087.0,7594.0
South Chicago,2018,1,1638.0,2165.0,7306.0
South Chicago,2018,2,1374.0,1746.0,6936.0
South Chicago,2018,3,1661.0,2166.0,7297.0
South Chicago,2018,4,1802.0,2042.0,8116.0
South Chicago,2018,5,1782.0,1794.0,8382.0
South Chicago,2018,6,1843.0,1979.0,7682.0
South Chicago,2018,7,2156.0,2043.0,8103.0
South Chicago,2018,8,1985.0,2485.0,8230.0
South Chicago,2018,9,1783.0,2135.0,8867.0
South Chicago,2018,10,1982.0,2447.0,9066.0
South Chicago,2018,11,1580.0,2039.0,7566.0
South Chicago,2018,12,1720.0,1887.0,6094.0
South Chicago,2019,1,1375.0,1696.0,6062.0
South Chicago,2019,2,1548.0,1909.0,6279.0
South Chicago,2019,3,1480.0,2085.0,7879.0
South Chicago,2019,4,1677.0,2341.0,6299.0
South Chicago,2019,5,1541.0,2201.0,6810.0
South Chicago,2019,6,1601.0,2495.0,6856.0
South Chicago,2019,7,1612.0,2813.0,6928.0
South Chicago,2019,8,1614.0,2894.0,7793.0
South Chicago,2019,9,1641.0,2046.0,7794.0
South Chicago,2019,10,1790.0,2554.0,7790.0
South Chicago,2019,11,1484.0,1988.0,6574.0
South Chicago,2019,12,1336.0,1751.0,6029.0
South Chicago,2020,1,1667.0,2022.0,6489.0
South Chicago,2020,2,1234.0,1771.0,6023.0
South Chicago,2020,3,804.0,992.0,3457.0
South Chicago,2020,4,0.0,0.0,0.0
South Chicago,2020,5,0.0,0.0,0.0
South Chicago,2020,6,342.0,290.0,2055.0
South Chicago,2020,7,534.0,509.0,2827.0
South Chicago,2020,8,709.0,603.0,3213.0
South Chicago,2020,9,790.0,676.0,3161.0
South Chicago,2020,10,885.0,663.0,3210.0
South Chicago,2020,11,577.0,541.0,2064.0
South Chicago,2020,12,6.0,0.0,0.0
South Chicago,2021,1,154.0,170.0,768.0
South Chicago,2021,2,291.0,375.0,1726.0
South Chicago,2021,3,628.0,611.0,1866.0
South Chicago,2021,4,605.0,558.0,2294.0
South Chicago,2021,5,564.0,648.0,2737.0
South Chicago,2021,6,721.0,679.0,2783.0
South Chicago,2021,7,875.0,818.0,3409.0
South Chicago,2021,8,963.0,904.0,3580.0
South Chicago,2021,9,861.0,985.0,3375.0
South Chicago,2021,10,656.0,720.0,2729.0
South Chicago,2021,11,640.0,945.0,3142.0
South Chicago,2021,12,738.0,798.0,2927.0
South Chicago,2022,1,496.0,803.0,768.0
South Chicago,2022,2,528.0,829.0,3114.0
South Chicago,2022,3,739.0,1125.0,3980.0
South Chicago,2022,4,775.0,1245.0,3881.0
South Chicago,2022,5,587.0,1128.0,3822.0
South Chicago,2022,6,804.0,1164.0,3374.0
South Chicago,2022,7,720.0,1141.0,4843.0
South Chicago,2022,8,883.0,1256.0,4842.0
South Chicago,2022,9,681.0,1078.0,4285.0
South Chicago,2022,10,697.0,1009.0,3607.0
South Chicago,2022,11,799.0,1012.0,3146.0
South Chicago,2022,12,615.0,1001.0,3328.0
South Chicago,2023,1,732.0,1168.0,3160.0
South Chicago,2023,2,828.0,1014.0,2950.0
South Chicago,2023,3,814.0,1236.0,3729.0
South Chicago,2023,4,718.0,1047.0,2989.0
South Shore,2011,1,2620.0,1987.0,6723.0
South Shore,2011,2,2158.0,1461.0,5627.0
South Shore,2011,3,3146.0,2093.0,7946.0
South Shore,2011,4,3555.0,2224.0,8357.0
South Shore,2011,5,3114.0,1927.0,6853.0
South Shore,2011,6,3498.0,2133.0,7979.0
South Shore,2011,7,3825.0,2202.0,8149.0
South Shore,2011,8,4102.0,2490.0,8899.0
South Shore,2011,9,4085.0,2167.0,8357.0
South Shore,2011,10,4386.0,2436.0,9704.0
South Shore,2011,11,3830.0,2036.0,7241.0
South Shore,2011,12,3635.0,1552.0,7252.0
South Shore,2012,1,3929.0,1681.0,7198.0
South Shore,2012,2,3476.0,1750.0,7084.0
South Shore,2012,3,3987.0,1821.0,8194.0
South Shore,2012,4,3662.0,1855.0,8008.0
South Shore,2012,5,4041.0,1850.0,7920.0
South Shore,2012,6,3763.0,1635.0,7408.0
South Shore,2012,7,4480.0,2140.0,9379.0
South Shore,2012,8,4870.0,1982.0,10254.0
South Shore,2012,9,5462.0,1743.0,9444.0
South Shore,2012,10,5223.0,2057.0,9541.0
South Shore,2012,11,4198.0,1825.0,9813.0
South Shore,2012,12,3955.0,2195.0,7206.0
South Shore,2013,1,4400.0,2526.0,9263.0
South Shore,2013,2,3712.0,2195.0,8608.0
South Shore,2013,3,4104.0,2353.0,7952.0
South Shore,2013,4,3927.0,2527.0,9268.0
South Shore,2013,5,1082.0,787.0,2241.0
South Shore,2013,6,88.0,61.0,0.0
South Shore,2013,7,2755.0,3091.0,7837.0
South Shore,2013,8,3754.0,3654.0,9921.0
South Shore,2013,9,3766.0,3804.0,9929.0
South Shore,2013,10,4093.0,4505.0,11190.0
South Shore,2013,11,3922.0,3559.0,8881.0
South Shore,2013,12,3484.0,3281.0,7898.0
South Shore,2014,1,3208.0,3372.0,7521.0
South Shore,2014,2,2552.0,2678.0,6644.0
South Shore,2014,3,3770.0,3377.0,8135.0
South Shore,2014,4,4088.0,3447.0,9043.0
South Shore,2014,5,4313.0,3538.0,9338.0
South Shore,2014,6,4399.0,4042.0,10898.0
South Shore,2014,7,4965.0,4087.0,11822.0
South Shore,2014,8,4712.0,4522.0,11007.0
South Shore,2014,9,4168.0,4017.0,11591.0
South Shore,2014,10,4153.0,4607.0,13024.0
South Shore,2014,11,3473.0,4259.0,9893.0
South Shore,2014,12,3624.0,4363.0,10029.0
South Shore,2015,1,3572.0,3785.0,9697.0
South Shore,2015,2,2683.0,2490.0,7623.0
South Shore,2015,3,2873.0,3197.0,8978.0
South Shore,2015,4,3060.0,3387.0,8997.0
South Shore,2015,5,2869.0,2818.0,8111.0
South Shore,2015,6,3979.0,3587.0,10096.0
South Shore,2015,7,4173.0,3744.0,10755.0
South Shore,2015,8,3858.0,3754.0,10740.0
South Shore,2015,9,4315.0,3413.0,9662.0
South Shore,2015,10,3772.0,3468.0,10059.0
South Shore,2015,11,3320.0,2928.0,8018.0
South Shore,2015,12,2909.0,2710.0,7572.0
South Shore,2016,1,2704.0,2622.0,6934.0
South Shore,2016,2,3004.0,2671.0,7285.0
South Shore,2016,3,3194.0,3095.0,9158.0
South Shore,2016,4,3199.0,3140.0,8948.0
South Shore,2016,5,3064.0,2851.0,8341.0
South Shore,2016,6,3312.0,3486.0,9815.0
South Shore,2016,7,3316.0,3286.0,8855.0
South Shore,2016,8,3739.0,4008.0,9620.0
South Shore,2016,9,3283.0,3227.0,8396.0
South Shore,2016,10,3546.0,3315.0,8802.0
South Shore,2016,11,3208.0,3187.0,9033.0
South Shore,2016,12,2560.0,2713.0,6898.0
South Shore,2017,1,2861.0,2903.0,6972.0
South Shore,2017,2,2269.0,2600.0,6822.0
South Shore,2017,3,2632.0,2801.0,8195.0
South Shore,2017,4,2013.0,2611.0,7552.0
South Shore,2017,5,2157.0,2670.0,7369.0
South Shore,2017,6,2205.0,2845.0,8310.0
South Shore,2017,7,2952.0,3012.0,7511.0
South Shore,2017,8,3490.0,3303.0,9105.0
South Shore,2017,9,2792.0,2557.0,7312.0
South Shore,2017,10,2700.0,2524.0,6910.0
South Shore,2017,11,2139.0,2337.0,6176.0
South Shore,2017,12,2317.0,2235.0,5697.0
South Shore,2018,1,2464.0,2472.0,5354.0
South Shore,2018,2,2579.0,2132.0,5037.0
South Shore,2018,3,2927.0,2427.0,6267.0
South Shore,2018,4,2680.0,2553.0,6734.0
South Shore,2018,5,2541.0,2448.0,6706.0
South Shore,2018,6,2985.0,2715.0,6746.0
South Shore,2018,7,3120.0,3065.0,7457.0
South Shore,2018,8,3119.0,3191.0,8026.0
South Shore,2018,9,3042.0,2468.0,7695.0
South Shore,2018,10,2733.0,2908.0,8725.0
South Shore,2018,11,2373.0,2535.0,7362.0
South Shore,2018,12,2161.0,2094.0,6112.0
South Shore,2019,1,2052.0,2106.0,5613.0
South Shore,2019,2,511.0,575.0,5077.0
South Shore,2019,3,7.0,4.0,0.0
South Shore,2019,4,0.0,0.0,0.0
South Shore,2019,5,0.0,0.0,0.0
South Shore,2019,6,0.0,0.0,0.0
South Shore,2019,7,0.0,0.0,0.0
South Shore,2019,8,0.0,0.0,0.0
South Shore,2019,9,0.0,0.0,0.0
South Shore,2019,10,0.0,0.0,0.0
South Shore,2019,11,0.0,0.0,0.0
South Shore,2019,12,1.0,0.0,0.0
South Shore,2020,1,1.0,0.0,0.0
South Shore,2020,2,965.0,887.0,0.0
South Shore,2020,3,1088.0,837.0,0.0
South Shore,2020,4,0.0,0.0,0.0
South Shore,2020,5,0.0,0.0,0.0
South Shore,2020,6,643.0,390.0,0.0
South Shore,2020,7,851.0,672.0,389.0
South Shore,2020,8,876.0,781.0,1086.0
South Shore,2020,9,977.0,770.0,1097.0
South Shore,2020,10,1038.0,825.0,1262.0
South Shore,2020,11,808.0,550.0,894.0
South Shore,2020,12,533.0,444.0,387.0
South Shore,2021,1,687.0,683.0,1066.0
South Shore,2021,2,694.0,579.0,868.0
South Shore,2021,3,893.0,849.0,1155.0
South Shore,2021,4,902.0,914.0,1514.0
South Shore,2021,5,929.0,928.0,1620.0
South Shore,2021,6,1153.0,967.0,1486.0
South Shore,2021,7,1292.0,967.0,1388.0
South Shore,2021,8,1038.0,1202.0,1819.0
South Shore,2021,9,975.0,1137.0,1784.0
South Shore,2021,10,941.0,1141.0,1682.0
South Shore,2021,11,975.0,1240.0,1539.0
South Shore,2021,12,927.0,1006.0,1580.0
South Shore,2022,1,836.0,1067.0,1066.0
South Shore,2022,2,806.0,968.0,1178.0
South Shore,2022,3,950.0,1236.0,1575.0
South Shore,2022,4,953.0,1234.0,1544.0
South Shore,2022,5,859.0,1235.0,1801.0
South Shore,2022,6,867.0,1228.0,1576.0
South Shore,2022,7,927.0,1169.0,2059.0
South Shore,2022,8,1035.0,1326.0,2264.0
South Shore,2022,9,747.0,1288.0,1864.0
South Shore,2022,10,970.0,1244.0,1936.0
South Shore,2022,11,863.0,987.0,1812.0
South Shore,2022,12,834.0,994.0,1508.0
South Shore,2023,1,856.0,1038.0,1736.0
South Shore,2023,2,778.0,1069.0,2083.0
South Shore,2023,3,919.0,1260.0,2268.0
South Shore,2023,4,885.0,1439.0,2369.0
Sulzer Regional,2011,1,50375.0,8771.0,41975.0
Sulzer Regional,2011,2,42237.0,6515.0,32092.0
Sulzer Regional,2011,3,57391.0,8761.0,44387.0
Sulzer Regional,2011,4,50874.0,9789.0,41845.0
Sulzer Regional,2011,5,49563.0,10827.0,38706.0
Sulzer Regional,2011,6,53322.0,12059.0,46004.0
Sulzer Regional,2011,7,54941.0,12675.0,51126.0
Sulzer Regional,2011,8,56920.0,14910.0,50501.0
Sulzer Regional,2011,9,51054.0,12738.0,44543.0
Sulzer Regional,2011,10,54375.0,13807.0,46438.0
Sulzer Regional,2011,11,52274.0,13172.0,45055.0
Sulzer Regional,2011,12,46408.0,12347.0,36269.0
Sulzer Regional,2012,1,51849.0,12915.0,41641.0
Sulzer Regional,2012,2,50666.0,11686.0,40533.0
Sulzer Regional,2012,3,53996.0,12705.0,56570.0
Sulzer Regional,2012,4,52841.0,13342.0,45493.0
Sulzer Regional,2012,5,48814.0,13049.0,43481.0
Sulzer Regional,2012,6,51763.0,13730.0,48241.0
Sulzer Regional,2012,7,55932.0,14308.0,53116.0
Sulzer Regional,2012,8,52551.0,15510.0,47782.0
Sulzer Regional,2012,9,50557.0,13586.0,45450.0
Sulzer Regional,2012,10,52126.0,14197.0,45140.0
Sulzer Regional,2012,11,50400.0,13344.0,45750.0
Sulzer Regional,2012,12,43537.0,11983.0,41445.0
Sulzer Regional,2013,1,49314.0,12560.0,63019.0
Sulzer Regional,2013,2,44494.0,10168.0,36257.0
Sulzer Regional,2013,3,50849.0,11673.0,41434.0
Sulzer Regional,2013,4,48329.0,12129.0,65942.0
Sulzer Regional,2013,5,45079.0,11605.0,39031.0
Sulzer Regional,2013,6,47316.0,11841.0,43028.0
Sulzer Regional,2013,7,51022.0,12797.0,44397.0
Sulzer Regional,2013,8,46388.0,12554.0,47126.0
Sulzer Regional,2013,9,44131.0,10744.0,40861.0
Sulzer Regional,2013,10,46814.0,12030.0,43408.0
Sulzer Regional,2013,11,45697.0,10805.0,39478.0
Sulzer Regional,2013,12,37465.0,9519.0,34567.0
Sulzer Regional,2014,1,39313.0,8451.0,32412.0
Sulzer Regional,2014,2,36663.0,8362.0,31285.0
Sulzer Regional,2014,3,44573.0,10202.0,45341.0
Sulzer Regional,2014,4,42385.0,10362.0,44731.0
Sulzer Regional,2014,5,40709.0,10278.0,40801.0
Sulzer Regional,2014,6,44758.0,11129.0,44242.0
Sulzer Regional,2014,7,46766.0,12077.0,49552.0
Sulzer Regional,2014,8,42998.0,11578.0,44396.0
Sulzer Regional,2014,9,39963.0,10356.0,38121.0
Sulzer Regional,2014,10,39551.0,11132.0,39383.0
Sulzer Regional,2014,11,38722.0,9912.0,38207.0
Sulzer Regional,2014,12,34266.0,9724.0,37471.0
Sulzer Regional,2015,1,39591.0,9887.0,38043.0
Sulzer Regional,2015,2,33023.0,7706.0,28492.0
Sulzer Regional,2015,3,39221.0,9702.0,34046.0
Sulzer Regional,2015,4,37415.0,9580.0,37660.0
Sulzer Regional,2015,5,35959.0,9151.0,31829.0
Sulzer Regional,2015,6,40672.0,9324.0,37448.0
Sulzer Regional,2015,7,39978.0,9370.0,35780.0
Sulzer Regional,2015,8,41630.0,10067.0,40169.0
Sulzer Regional,2015,9,36573.0,8939.0,39527.0
Sulzer Regional,2015,10,38233.0,9032.0,46428.0
Sulzer Regional,2015,11,38646.0,8933.0,32175.0
Sulzer Regional,2015,12,33579.0,7874.0,35380.0
Sulzer Regional,2016,1,38192.0,7896.0,36296.0
Sulzer Regional,2016,2,37214.0,7739.0,31982.0
Sulzer Regional,2016,3,38751.0,8257.0,34038.0
Sulzer Regional,2016,4,37431.0,8305.0,35273.0
Sulzer Regional,2016,5,35532.0,8350.0,30836.0
Sulzer Regional,2016,6,38990.0,8470.0,35731.0
Sulzer Regional,2016,7,38336.0,8417.0,37894.0
Sulzer Regional,2016,8,40387.0,9165.0,36168.0
Sulzer Regional,2016,9,35083.0,7418.0,31240.0
Sulzer Regional,2016,10,17577.0,3641.0,14763.0
Sulzer Regional,2016,11,27045.0,5273.0,24355.0
Sulzer Regional,2016,12,27483.0,5848.0,24513.0
Sulzer Regional,2017,1,34177.0,6588.0,28355.0
Sulzer Regional,2017,2,31377.0,6140.0,26122.0
Sulzer Regional,2017,3,37311.0,6708.0,29257.0
Sulzer Regional,2017,4,34055.0,6488.0,32502.0
Sulzer Regional,2017,5,33331.0,6234.0,31447.0
Sulzer Regional,2017,6,35679.0,6540.0,34008.0
Sulzer Regional,2017,7,36438.0,7088.0,37212.0
Sulzer Regional,2017,8,36798.0,7571.0,38586.0
Sulzer Regional,2017,9,32274.0,6159.0,31947.0
Sulzer Regional,2017,10,32816.0,6338.0,33582.0
Sulzer Regional,2017,11,32316.0,5982.0,31703.0
Sulzer Regional,2017,12,26751.0,5338.0,27228.0
Sulzer Regional,2018,1,33203.0,5563.0,28753.0
Sulzer Regional,2018,2,26992.0,4714.0,24017.0
Sulzer Regional,2018,3,33637.0,6046.0,34205.0
Sulzer Regional,2018,4,32271.0,6108.0,32180.0
Sulzer Regional,2018,5,29091.0,5520.0,32773.0
Sulzer Regional,2018,6,34049.0,6059.0,31699.0
Sulzer Regional,2018,7,33967.0,6486.0,38186.0
Sulzer Regional,2018,8,34156.0,7594.0,38926.0
Sulzer Regional,2018,9,30853.0,6281.0,32690.0
Sulzer Regional,2018,10,32463.0,7065.0,33766.0
Sulzer Regional,2018,11,30614.0,6217.0,31098.0
Sulzer Regional,2018,12,28237.0,5874.0,28256.0
Sulzer Regional,2019,1,31782.0,5925.0,24368.0
Sulzer Regional,2019,2,29305.0,5580.0,23998.0
Sulzer Regional,2019,3,33438.0,6507.0,32223.0
Sulzer Regional,2019,4,30611.0,6631.0,30983.0
Sulzer Regional,2019,5,29432.0,6172.0,37357.0
Sulzer Regional,2019,6,32036.0,6586.0,29641.0
Sulzer Regional,2019,7,33964.0,7179.0,33583.0
Sulzer Regional,2019,8,33231.0,6620.0,32266.0
Sulzer Regional,2019,9,29364.0,5995.0,29043.0
Sulzer Regional,2019,10,30507.0,6837.0,29043.0
Sulzer Regional,2019,11,29105.0,5902.0,30883.0
Sulzer Regional,2019,12,26755.0,5789.0,25256.0
Sulzer Regional,2020,1,30141.0,6028.0,29483.0
Sulzer Regional,2020,2,28385.0,5439.0,27624.0
Sulzer Regional,2020,3,19560.0,3092.0,14313.0
Sulzer Regional,2020,4,0.0,0.0,0.0
Sulzer Regional,2020,5,1.0,0.0,0.0
Sulzer Regional,2020,6,14566.0,1348.0,9709.0
Sulzer Regional,2020,7,22356.0,2236.0,14281.0
Sulzer Regional,2020,8,22163.0,2301.0,14330.0
Sulzer Regional,2020,9,22489.0,1921.0,14172.0
Sulzer Regional,2020,10,22846.0,2086.0,15367.0
Sulzer Regional,2020,11,22776.0,1740.0,12640.0
Sulzer Regional,2020,12,21181.0,1581.0,13600.0
Sulzer Regional,2021,1,22742.0,1468.0,13873.0
Sulzer Regional,2021,2,20954.0,1276.0,12812.0
Sulzer Regional,2021,3,24275.0,1797.0,16196.0
Sulzer Regional,2021,4,23702.0,1759.0,14320.0
Sulzer Regional,2021,5,23039.0,1980.0,14497.0
Sulzer Regional,2021,6,25051.0,2068.0,13147.0
Sulzer Regional,2021,7,24576.0,1900.0,15148.0
Sulzer Regional,2021,8,24156.0,2297.0,16132.0
Sulzer Regional,2021,9,23213.0,2062.0,15602.0
Sulzer Regional,2021,10,23756.0,1974.0,16374.0
Sulzer Regional,2021,11,24048.0,2254.0,12616.0
Sulzer Regional,2021,12,21671.0,2103.0,14660.0
Sulzer Regional,2022,1,25207.0,2032.0,13873.0
Sulzer Regional,2022,2,25276.0,2039.0,15111.0
Sulzer Regional,2022,3,29870.0,2742.0,19899.0
Sulzer Regional,2022,4,25578.0,2855.0,18966.0
Sulzer Regional,2022,5,23141.0,2872.0,17119.0
Sulzer Regional,2022,6,25830.0,2886.0,14966.0
Sulzer Regional,2022,7,26692.0,2979.0,18748.0
Sulzer Regional,2022,8,26071.0,3203.0,19294.0
Sulzer Regional,2022,9,24423.0,3164.0,18776.0
Sulzer Regional,2022,10,23921.0,3064.0,21154.0
Sulzer Regional,2022,11,24073.0,3044.0,20568.0
Sulzer Regional,2022,12,21258.0,2598.0,16373.0
Sulzer Regional,2023,1,25585.0,3085.0,19382.0
Sulzer Regional,2023,2,24380.0,2753.0,19383.0
Sulzer Regional,2023,3,27417.0,3463.0,22779.0
Sulzer Regional,2023,4,24938.0,3228.0,19675.0
Thurgood Marshall,2011,1,2998.0,4220.0,10144.0
Thurgood Marshall,2011,2,2377.0,3045.0,8049.0
Thurgood Marshall,2011,3,3355.0,3898.0,11534.0
Thurgood Marshall,2011,4,3439.0,4354.0,11595.0
Thurgood Marshall,2011,5,2635.0,3367.0,9856.0
Thurgood Marshall,2011,6,3229.0,4263.0,11634.0
Thurgood Marshall,2011,7,3359.0,4058.0,10820.0
Thurgood Marshall,2011,8,3640.0,4596.0,14308.0
Thurgood Marshall,2011,9,3709.0,4122.0,12376.0
Thurgood Marshall,2011,10,4321.0,4816.0,13693.0
Thurgood Marshall,2011,11,3246.0,4308.0,13433.0
Thurgood Marshall,2011,12,3227.0,4430.0,13615.0
Thurgood Marshall,2012,1,3145.0,3815.0,11923.0
Thurgood Marshall,2012,2,3242.0,3705.0,12001.0
Thurgood Marshall,2012,3,3157.0,3726.0,11580.0
Thurgood Marshall,2012,4,3244.0,4453.0,12446.0
Thurgood Marshall,2012,5,2612.0,3643.0,9877.0
Thurgood Marshall,2012,6,3253.0,3818.0,11758.0
Thurgood Marshall,2012,7,3250.0,4173.0,12715.0
Thurgood Marshall,2012,8,3691.0,4991.0,14095.0
Thurgood Marshall,2012,9,3781.0,4731.0,13215.0
Thurgood Marshall,2012,10,4274.0,5475.0,15579.0
Thurgood Marshall,2012,11,3631.0,4823.0,13439.0
Thurgood Marshall,2012,12,3245.0,4741.0,12597.0
Thurgood Marshall,2013,1,3555.0,4254.0,11559.0
Thurgood Marshall,2013,2,2734.0,3313.0,8831.0
Thurgood Marshall,2013,3,3045.0,3622.0,10633.0
Thurgood Marshall,2013,4,3186.0,3839.0,10032.0
Thurgood Marshall,2013,5,2811.0,3271.0,8133.0
Thurgood Marshall,2013,6,3104.0,3612.0,9846.0
Thurgood Marshall,2013,7,3869.0,4376.0,12269.0
Thurgood Marshall,2013,8,3607.0,4569.0,13258.0
Thurgood Marshall,2013,9,3569.0,3697.0,9336.0
Thurgood Marshall,2013,10,3546.0,4589.0,11428.0
Thurgood Marshall,2013,11,3424.0,4523.0,9063.0
Thurgood Marshall,2013,12,2802.0,3927.0,8704.0
Thurgood Marshall,2014,1,2906.0,3908.0,7925.0
Thurgood Marshall,2014,2,2590.0,3565.0,8430.0
Thurgood Marshall,2014,3,2936.0,4139.0,10634.0
Thurgood Marshall,2014,4,3035.0,4757.0,11540.0
Thurgood Marshall,2014,5,2640.0,4186.0,9496.0
Thurgood Marshall,2014,6,3108.0,4755.0,11519.0
Thurgood Marshall,2014,7,3599.0,5649.0,15060.0
Thurgood Marshall,2014,8,2976.0,5376.0,13042.0
Thurgood Marshall,2014,9,2927.0,4408.0,9477.0
Thurgood Marshall,2014,10,3521.0,5108.0,12901.0
Thurgood Marshall,2014,11,3026.0,4559.0,10607.0
Thurgood Marshall,2014,12,2707.0,4537.0,11244.0
Thurgood Marshall,2015,1,2353.0,3570.0,9427.0
Thurgood Marshall,2015,2,1941.0,2724.0,7513.0
Thurgood Marshall,2015,3,2779.0,3315.0,9189.0
Thurgood Marshall,2015,4,2961.0,3652.0,9886.0
Thurgood Marshall,2015,5,2620.0,2853.0,5915.0
Thurgood Marshall,2015,6,2803.0,3791.0,11143.0
Thurgood Marshall,2015,7,3048.0,4054.0,12961.0
Thurgood Marshall,2015,8,2919.0,3998.0,11104.0
Thurgood Marshall,2015,9,2710.0,3607.0,9173.0
Thurgood Marshall,2015,10,2863.0,3812.0,9571.0
Thurgood Marshall,2015,11,3020.0,3470.0,8696.0
Thurgood Marshall,2015,12,2644.0,3525.0,8262.0
Thurgood Marshall,2016,1,2444.0,3173.0,7517.0
Thurgood Marshall,2016,2,2587.0,2869.0,7635.0
Thurgood Marshall,2016,3,2477.0,3123.0,7766.0
Thurgood Marshall,2016,4,2736.0,3536.0,8433.0
Thurgood Marshall,2016,5,2348.0,2871.0,6798.0
Thurgood Marshall,2016,6,2837.0,3143.0,8478.0
Thurgood Marshall,2016,7,2700.0,3132.0,9336.0
Thurgood Marshall,2016,8,2935.0,3658.0,10440.0
Thurgood Marshall,2016,9,2667.0,3072.0,8610.0
Thurgood Marshall,2016,10,2744.0,3208.0,9098.0
Thurgood Marshall,2016,11,2699.0,3052.0,8076.0
Thurgood Marshall,2016,12,2066.0,2703.0,6742.0
Thurgood Marshall,2017,1,2574.0,3143.0,7964.0
Thurgood Marshall,2017,2,2249.0,2793.0,7838.0
Thurgood Marshall,2017,3,2540.0,2309.0,7032.0
Thurgood Marshall,2017,4,2541.0,2682.0,6738.0
Thurgood Marshall,2017,5,2259.0,2564.0,7359.0
Thurgood Marshall,2017,6,2470.0,2657.0,8333.0
Thurgood Marshall,2017,7,2475.0,2773.0,9159.0
Thurgood Marshall,2017,8,3110.0,3264.0,11551.0
Thurgood Marshall,2017,9,2506.0,3074.0,8283.0
Thurgood Marshall,2017,10,2884.0,2933.0,12851.0
Thurgood Marshall,2017,11,1546.0,1256.0,4934.0
Thurgood Marshall,2017,12,8.0,0.0,0.0
Thurgood Marshall,2018,1,0.0,1.0,0.0
Thurgood Marshall,2018,2,1189.0,1591.0,3049.0
Thurgood Marshall,2018,3,1713.0,1984.0,5282.0
Thurgood Marshall,2018,4,1765.0,2150.0,5633.0
Thurgood Marshall,2018,5,1745.0,1936.0,4328.0
Thurgood Marshall,2018,6,1866.0,2029.0,5412.0
Thurgood Marshall,2018,7,2072.0,2087.0,6694.0
Thurgood Marshall,2018,8,2160.0,2565.0,6363.0
Thurgood Marshall,2018,9,1903.0,2106.0,6199.0
Thurgood Marshall,2018,10,2257.0,2550.0,7129.0
Thurgood Marshall,2018,11,1866.0,2261.0,6797.0
Thurgood Marshall,2018,12,1792.0,1965.0,3416.0
Thurgood Marshall,2019,1,1845.0,2032.0,5148.0
Thurgood Marshall,2019,2,1936.0,1960.0,5317.0
Thurgood Marshall,2019,3,1730.0,2238.0,7870.0
Thurgood Marshall,2019,4,1753.0,2597.0,3967.0
Thurgood Marshall,2019,5,1868.0,2321.0,6344.0
Thurgood Marshall,2019,6,1945.0,2117.0,6597.0
Thurgood Marshall,2019,7,2108.0,2543.0,7460.0
Thurgood Marshall,2019,8,1699.0,2455.0,7055.0
Thurgood Marshall,2019,9,1595.0,2138.0,5982.0
Thurgood Marshall,2019,10,1857.0,3109.0,10479.0
Thurgood Marshall,2019,11,1508.0,2456.0,6336.0
Thurgood Marshall,2019,12,1295.0,2197.0,5654.0
Thurgood Marshall,2020,1,1485.0,2345.0,6199.0
Thurgood Marshall,2020,2,1471.0,2099.0,7924.0
Thurgood Marshall,2020,3,872.0,1115.0,4089.0
Thurgood Marshall,2020,4,0.0,0.0,0.0
Thurgood Marshall,2020,5,0.0,0.0,0.0
Thurgood Marshall,2020,6,480.0,333.0,1579.0
Thurgood Marshall,2020,7,804.0,790.0,2345.0
Thurgood Marshall,2020,8,807.0,936.0,3327.0
Thurgood Marshall,2020,9,1008.0,926.0,3186.0
Thurgood Marshall,2020,10,1054.0,1090.0,3231.0
Thurgood Marshall,2020,11,815.0,766.0,2072.0
Thurgood Marshall,2020,12,777.0,765.0,2055.0
Thurgood Marshall,2021,1,723.0,689.0,2094.0
Thurgood Marshall,2021,2,659.0,647.0,2043.0
Thurgood Marshall,2021,3,728.0,908.0,2695.0
Thurgood Marshall,2021,4,633.0,840.0,2698.0
Thurgood Marshall,2021,5,638.0,867.0,2419.0
Thurgood Marshall,2021,6,611.0,884.0,2557.0
Thurgood Marshall,2021,7,758.0,852.0,2944.0
Thurgood Marshall,2021,8,753.0,1122.0,3165.0
Thurgood Marshall,2021,9,771.0,1112.0,2994.0
Thurgood Marshall,2021,10,723.0,1048.0,3092.0
Thurgood Marshall,2021,11,869.0,1031.0,2690.0
Thurgood Marshall,2021,12,651.0,989.0,2773.0
Thurgood Marshall,2022,1,786.0,942.0,2094.0
Thurgood Marshall,2022,2,565.0,887.0,2577.0
Thurgood Marshall,2022,3,755.0,979.0,3050.0
